classification_id,user_name,created_at,subject_ids,date_pub,normalised_date_pub,edition_statement,genre,FAST_genre_terms,FAST_subject_terms,status,comments,main_language,other_languages_summaries,summaries_language,translation,original_language,publisher,place_pub,country,retired,Image,title,BL record ID,BL shelfmark,Link to Explore,Link to digitised book,Topics from MARC record,Languages from MARC record,Genre terms from MARC record,Literary form terms from MARC record,Language of original from MARC record,Literary form/genre suggestions from Christin Hoene
241352422,8,2020-05-19 09:41:37 UTC,44337829,1879,1879,NONE,Fiction,655 7 $aFiction$2fast$0(OCoLC)fst01423787,NONE,**Finished**,NONE,,No,,No,,Chapman and Hall,London,enk,"{'id': 62692902, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T14:23:25.027Z', 'updated_at': '2020-07-08T08:36:00.707Z', 'retired_at': '2020-07-08T08:36:00.696Z', 'subject_id': 44378089, 'retirement_reason': 'classification_count'}",vdc_000000033150_title_page.jpg,Cousin Simon [A novel.],014818614,Digital Store 12641.c.24,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014818614,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033150,,English,,,,Novels
234713306,36,2020-05-04 09:32:30 UTC,44316002,1879,1879,NONE,Fiction,655 7 $aFiction$2fast$0(OCoLC)fst01423787,NONE,**Finished**,NONE,,No,,No,,Chapman and Hall,London,enk,"{'id': 62692902, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T14:23:25.027Z', 'updated_at': '2020-07-08T08:36:00.707Z', 'retired_at': '2020-07-08T08:36:00.696Z', 'subject_id': 44378089, 'retirement_reason': 'classification_count'}",vdc_000000033150_title_page.jpg,Cousin Simon [A novel.],014818614,Digital Store 12641.c.24,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014818614,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033150,,English,,,,Novels
258856202,3,2020-07-08 09:18:30 UTC,44378423,1837,1837,NONE,Non-fiction,,"651 7 $aAustria$2fast$0(OCoLC)fst01204901
650 7 $aAustrians$2fast$0(OCoLC)fst00821579",**Finished**,,,No,,Yes,ger,Henry Colburn,London,enk,"{'id': 62689341, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:44:28.210Z', 'updated_at': '2020-07-08T09:18:30.795Z', 'retired_at': '2020-07-08T09:18:30.787Z', 'subject_id': 44378423, 'retirement_reason': 'classification_count'}",vdc_000000035304_title_page.jpg,Austria and the Austrians [by Wenzel Blumenbach.],014804360,Digital Store 791.e.22,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014804360,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000035304,,English,,,,
268989406,4,2020-08-19 15:36:10 UTC,44355521,1837,1837,NONE,Non-fiction,,"651 7 $aAustria$2fast$0(OCoLC)fst01204901
650 7 $aAustrians$2fast$0(OCoLC)fst00821579",**Finished**,,,No,,Yes,ger,Henry Colburn,London,enk,"{'id': 62689341, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:44:28.210Z', 'updated_at': '2020-07-08T09:18:30.795Z', 'retired_at': '2020-07-08T09:18:30.787Z', 'subject_id': 44378423, 'retirement_reason': 'classification_count'}",vdc_000000035304_title_page.jpg,Austria and the Austrians [by Wenzel Blumenbach.],014804360,Digital Store 791.e.22,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014804360,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000035304,,English,,,,
234821520,9,2020-05-04 15:09:48 UTC,44325604,1837,1837,NONE,Non-fiction,,"651 7 $aAustria$2fast$0(OCoLC)fst01204901
650 7 $aAustrians$2fast$0(OCoLC)fst00821579",**Finished**,,,No,,Yes,ger,Henry Colburn,London,enk,"{'id': 62689341, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:44:28.210Z', 'updated_at': '2020-07-08T09:18:30.795Z', 'retired_at': '2020-07-08T09:18:30.787Z', 'subject_id': 44378423, 'retirement_reason': 'classification_count'}",vdc_000000035304_title_page.jpg,Austria and the Austrians [by Wenzel Blumenbach.],014804360,Digital Store 791.e.22,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014804360,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000035304,,English,,,,
254395745,10,2020-06-23 14:50:19 UTC,44332413,1837,1837,NONE,Non-fiction,,"651 7 $aAustria$2fast$0(OCoLC)fst01204901
650 7 $aAustrians$2fast$0(OCoLC)fst00821579",**Finished**,,,No,,Yes,ger,Henry Colburn,London,enk,"{'id': 62689341, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:44:28.210Z', 'updated_at': '2020-07-08T09:18:30.795Z', 'retired_at': '2020-07-08T09:18:30.787Z', 'subject_id': 44378423, 'retirement_reason': 'classification_count'}",vdc_000000035304_title_page.jpg,Austria and the Austrians [by Wenzel Blumenbach.],014804360,Digital Store 791.e.22,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014804360,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000035304,,English,,,,
241355588,8,2020-05-19 09:50:32 UTC,44344055,1837,1837,NONE,Non-fiction,,"651 7 $aAustria$2fast$0(OCoLC)fst01204901
650 7 $aAustrians$2fast$0(OCoLC)fst00821579",**Finished**,,,No,,Yes,ger,Henry Colburn,London,enk,"{'id': 62689341, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:44:28.210Z', 'updated_at': '2020-07-08T09:18:30.795Z', 'retired_at': '2020-07-08T09:18:30.787Z', 'subject_id': 44378423, 'retirement_reason': 'classification_count'}",vdc_000000035304_title_page.jpg,Austria and the Austrians [by Wenzel Blumenbach.],014804360,Digital Store 791.e.22,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014804360,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000035304,,English,,,,
234736129,36,2020-05-04 10:57:46 UTC,44316058,1837,1837,NONE,Non-fiction,,"651 7 $aAustria$2fast$0(OCoLC)fst01204901
650 7 $aAustrians$2fast$0(OCoLC)fst00821579",**Finished**,,,No,,Yes,ger,Henry Colburn,London,enk,"{'id': 62689341, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:44:28.210Z', 'updated_at': '2020-07-08T09:18:30.795Z', 'retired_at': '2020-07-08T09:18:30.787Z', 'subject_id': 44378423, 'retirement_reason': 'classification_count'}",vdc_000000035304_title_page.jpg,Austria and the Austrians [by Wenzel Blumenbach.],014804360,Digital Store 791.e.22,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014804360,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000035304,,English,,,,
258861237,3,2020-07-08 09:51:03 UTC,44373317,1820,1820,Second edition,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,NONE,,No,,No,,Printed for Sherwood Neely and Jones,London,enk,"{'id': 62686164, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:16:21.497Z', 'updated_at': '2020-07-08T09:51:04.540Z', 'retired_at': '2020-07-08T09:51:04.526Z', 'subject_id': 44373317, 'retirement_reason': 'classification_count'}",vdc_00000002150A_title_page.jpg,The Banquet: in three cantos [By Hans Busk.],014939397,Digital Store 11647.e.48. (1.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014939397,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002150A,,English,,,,
268996364,4,2020-08-19 16:08:14 UTC,44359808,1820,1820,Second edition,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,NONE,,No,,No,,Printed for Sherwood Neely and Jones,London,enk,"{'id': 62686164, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:16:21.497Z', 'updated_at': '2020-07-08T09:51:04.540Z', 'retired_at': '2020-07-08T09:51:04.526Z', 'subject_id': 44373317, 'retirement_reason': 'classification_count'}",vdc_00000002150A_title_page.jpg,The Banquet: in three cantos [By Hans Busk.],014939397,Digital Store 11647.e.48. (1.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014939397,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002150A,,English,,,,
234851226,9,2020-05-04 16:10:08 UTC,44324968,1820,1820,Second edition,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,NONE,,No,,No,,Printed for Sherwood Neely and Jones,London,enk,"{'id': 62686164, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:16:21.497Z', 'updated_at': '2020-07-08T09:51:04.540Z', 'retired_at': '2020-07-08T09:51:04.526Z', 'subject_id': 44373317, 'retirement_reason': 'classification_count'}",vdc_00000002150A_title_page.jpg,The Banquet: in three cantos [By Hans Busk.],014939397,Digital Store 11647.e.48. (1.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014939397,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002150A,,English,,,,
254671792,10,2020-06-24 09:30:26 UTC,44350054,1820,1820,Second edition,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,NONE,,No,,No,,Printed for Sherwood Neely and Jones,London,enk,"{'id': 62686164, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:16:21.497Z', 'updated_at': '2020-07-08T09:51:04.540Z', 'retired_at': '2020-07-08T09:51:04.526Z', 'subject_id': 44373317, 'retirement_reason': 'classification_count'}",vdc_00000002150A_title_page.jpg,The Banquet: in three cantos [By Hans Busk.],014939397,Digital Store 11647.e.48. (1.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014939397,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002150A,,English,,,,
241356358,8,2020-05-19 09:52:49 UTC,44344417,1820,1820,Second edition,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,NONE,,No,,No,,Printed for Sherwood Neely and Jones,London,enk,"{'id': 62686164, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:16:21.497Z', 'updated_at': '2020-07-08T09:51:04.540Z', 'retired_at': '2020-07-08T09:51:04.526Z', 'subject_id': 44373317, 'retirement_reason': 'classification_count'}",vdc_00000002150A_title_page.jpg,The Banquet: in three cantos [By Hans Busk.],014939397,Digital Store 11647.e.48. (1.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014939397,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002150A,,English,,,,
234738513,36,2020-05-04 11:06:10 UTC,44316084,1820,1820,Second edition,Fiction,655 7 $aPoetry$2fast$0(OCoLC)fst01423828,NONE,**Finished**,NONE,,No,,No,,Printed for Sherwood Neely and Jones,London,enk,"{'id': 62686164, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T13:16:21.497Z', 'updated_at': '2020-07-08T09:51:04.540Z', 'retired_at': '2020-07-08T09:51:04.526Z', 'subject_id': 44373317, 'retirement_reason': 'classification_count'}",vdc_00000002150A_title_page.jpg,The Banquet: in three cantos [By Hans Busk.],014939397,Digital Store 11647.e.48. (1.),http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014939397,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000002150A,,English,,,,
258864406,3,2020-07-08 10:11:44 UTC,44365516,1899,1899,NONE,Non-fiction,,"650 7 $a Roads. $2 fast $0 (OCoLC)fst01098511
651 7 $a England. $2 fast $0 (OCoLC)fst01219920
655 7 $a History. $2 fast $0 (OCoLC)fst01411628",**Finished**,,,No,,No,,Chapman & Hall,London,enk,"{'id': 62682180, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T12:38:18.979Z', 'updated_at': '2020-07-08T10:11:44.909Z', 'retired_at': '2020-07-08T10:11:44.900Z', 'subject_id': 44365516, 'retirement_reason': 'classification_count'}",vdc_0000000592E6_title_page.jpg,"The Exeter Road. The story of the West of England highway ... Illustrated by the author, etc",014812769,Digital Store 10347.f.45,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014812769,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000592E6,,English,,,,Fiction
268999540,4,2020-08-19 16:23:23 UTC,44357829,1899,1899,NONE,Non-fiction,,"650 7 $a Roads. $2 fast $0 (OCoLC)fst01098511
651 7 $a England. $2 fast $0 (OCoLC)fst01219920
655 7 $a History. $2 fast $0 (OCoLC)fst01411628",**Finished**,,,No,,No,,Chapman & Hall,London,enk,"{'id': 62682180, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T12:38:18.979Z', 'updated_at': '2020-07-08T10:11:44.909Z', 'retired_at': '2020-07-08T10:11:44.900Z', 'subject_id': 44365516, 'retirement_reason': 'classification_count'}",vdc_0000000592E6_title_page.jpg,"The Exeter Road. The story of the West of England highway ... Illustrated by the author, etc",014812769,Digital Store 10347.f.45,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014812769,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000592E6,,English,,,,Fiction
235212878,9,2020-05-05 10:31:31 UTC,44327641,1899,1899,NONE,Non-fiction,,"650 7 $a Roads. $2 fast $0 (OCoLC)fst01098511
651 7 $a England. $2 fast $0 (OCoLC)fst01219920
655 7 $a History. $2 fast $0 (OCoLC)fst01411628",**Finished**,,,No,,No,,Chapman & Hall,London,enk,"{'id': 62682180, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T12:38:18.979Z', 'updated_at': '2020-07-08T10:11:44.909Z', 'retired_at': '2020-07-08T10:11:44.900Z', 'subject_id': 44365516, 'retirement_reason': 'classification_count'}",vdc_0000000592E6_title_page.jpg,"The Exeter Road. The story of the West of England highway ... Illustrated by the author, etc",014812769,Digital Store 10347.f.45,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014812769,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000592E6,,English,,,,Fiction
254677620,10,2020-06-24 10:01:51 UTC,44329430,1899,1899,NONE,Non-fiction,,"650 7 $a Roads. $2 fast $0 (OCoLC)fst01098511
651 7 $a England. $2 fast $0 (OCoLC)fst01219920
655 7 $a History. $2 fast $0 (OCoLC)fst01411628",**Finished**,,,No,,No,,Chapman & Hall,London,enk,"{'id': 62682180, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T12:38:18.979Z', 'updated_at': '2020-07-08T10:11:44.909Z', 'retired_at': '2020-07-08T10:11:44.900Z', 'subject_id': 44365516, 'retirement_reason': 'classification_count'}",vdc_0000000592E6_title_page.jpg,"The Exeter Road. The story of the West of England highway ... Illustrated by the author, etc",014812769,Digital Store 10347.f.45,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014812769,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000592E6,,English,,,,Fiction
241785748,8,2020-05-20 07:25:08 UTC,44344652,1899,1899,NONE,Non-fiction,,"650 7 $a Roads. $2 fast $0 (OCoLC)fst01098511
651 7 $a England. $2 fast $0 (OCoLC)fst01219920
655 7 $a History. $2 fast $0 (OCoLC)fst01411628",**Finished**,,,No,,No,,Chapman & Hall,London,enk,"{'id': 62682180, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T12:38:18.979Z', 'updated_at': '2020-07-08T10:11:44.909Z', 'retired_at': '2020-07-08T10:11:44.900Z', 'subject_id': 44365516, 'retirement_reason': 'classification_count'}",vdc_0000000592E6_title_page.jpg,"The Exeter Road. The story of the West of England highway ... Illustrated by the author, etc",014812769,Digital Store 10347.f.45,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014812769,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000592E6,,English,,,,Fiction
234743242,36,2020-05-04 11:23:21 UTC,44316090,1899,1899,NONE,Non-fiction,,"650 7 $a Roads. $2 fast $0 (OCoLC)fst01098511
651 7 $a England. $2 fast $0 (OCoLC)fst01219920
655 7 $a History. $2 fast $0 (OCoLC)fst01411628",**Finished**,,,No,,No,,Chapman & Hall,London,enk,"{'id': 62682180, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-04T12:38:18.979Z', 'updated_at': '2020-07-08T10:11:44.909Z', 'retired_at': '2020-07-08T10:11:44.900Z', 'subject_id': 44365516, 'retirement_reason': 'classification_count'}",vdc_0000000592E6_title_page.jpg,"The Exeter Road. The story of the West of England highway ... Illustrated by the author, etc",014812769,Digital Store 10347.f.45,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014812769,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000592E6,,English,,,,Fiction
258870180,3,2020-07-08 10:40:55 UTC,44331588,1883,1883,NONE,Non-fiction,,"60017 $aTwain, Mark,$d1835-1910$2fast$0(OCoLC)fst00031622
651 7 $aMississippi River$2fast$0(OCoLC)fst01240238
650 7 $aSteamboats$2fast$0(OCoLC)fst01132443",**Finished**,,,No,,No,,James R. Osgood and Company,Boston,mau,"{'id': 62636194, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-03T14:47:21.091Z', 'updated_at': '2020-07-08T10:40:55.251Z', 'retired_at': '2020-07-08T10:40:55.241Z', 'subject_id': 44331588, 'retirement_reason': 'classification_count'}",vdc_000000003C1E_title_page.jpg,"Life on the Mississippi. By Mark Twain (Samuel L. Clemens) ... With more than 300 illustrations, etc",014839632,Digital Store 10410.s.4,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014839632,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000003C1E,,English,,,,
270516164,4,2020-08-27 13:24:45 UTC,44334136,1883,1883,NONE,Non-fiction,,"60017 $aTwain, Mark,$d1835-1910$2fast$0(OCoLC)fst00031622
651 7 $aMississippi River$2fast$0(OCoLC)fst01240238
650 7 $aSteamboats$2fast$0(OCoLC)fst01132443",**Finished**,,,No,,No,,James R. Osgood and Company,Boston,mau,"{'id': 62636194, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-03T14:47:21.091Z', 'updated_at': '2020-07-08T10:40:55.251Z', 'retired_at': '2020-07-08T10:40:55.241Z', 'subject_id': 44331588, 'retirement_reason': 'classification_count'}",vdc_000000003C1E_title_page.jpg,"Life on the Mississippi. By Mark Twain (Samuel L. Clemens) ... With more than 300 illustrations, etc",014839632,Digital Store 10410.s.4,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014839632,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000003C1E,,English,,,,
235222084,9,2020-05-05 11:00:15 UTC,44326857,1883,1883,NONE,Non-fiction,,"60017 $aTwain, Mark,$d1835-1910$2fast$0(OCoLC)fst00031622
651 7 $aMississippi River$2fast$0(OCoLC)fst01240238
650 7 $aSteamboats$2fast$0(OCoLC)fst01132443",**Finished**,,,No,,No,,James R. Osgood and Company,Boston,mau,"{'id': 62636194, 'workflow_id': 14449, 'classifications_count': 1, 'created_at': '2020-05-03T14:47:21.091Z', 'updated_at': '2020-07-08T10:40:55.251Z', 'retired_at': '2020-07-08T10:40:55.241Z', 'subject_id': 44331588, 'retirement_reason': 'classification_count'}",vdc_000000003C1E_title_page.jpg,"Life on the Mississippi. By Mark Twain (Samuel L. Clemens) ... With more than 300 illustrations, etc",014839632,Digital Store 10410.s.4,http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01014839632,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000003C1E,,English,,,,
